State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
"PA","Allegheny Energy Units 1 & 2","55196","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","673.1","12","29223.66",,"0.086","0.0837","10.48","17068.113","287219.117","3",,"Allegheny","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"40.5447","-79.7678",
"PA","Allegheny Energy Units 1 & 2","55196","2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","708.87","12","29241.69",,"0.087","0.0859","10.681","17281.275","290789.071","3",,"Allegheny","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"40.5447","-79.7678",
"PA","Allegheny Energy Units 3, 4 & 5","55710","3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6902.71","12","1273248.9",,"3.806","0.0085","51.862","753959.23","1.2686975126E7","3",,"Allegheny","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.5456","-79.7669",
"PA","Allegheny Energy Units 3, 4 & 5","55710","4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","7473.19","12","1360064.7",,"4.048","0.0086","55.151","801896.818","1.3493502971E7","3",,"Allegheny","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.5456","-79.7669",
"PA","Allegheny Energy Units 8 & 9","55377","8",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","424.24","12","18554.49",,"0.056","0.086","7.171","11032.538","185643.495","3",,"Fayette","Electric Utility","Allegheny Energy","Allegheny Energy","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"39.7475","-79.8388",
"PA","Allegheny Energy Units 8 & 9","55377","9",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","447.86","12","19595.61",,"0.058","0.0789","7.039","11581.563","194881.153","3",,"Fayette","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"39.7475","-79.8388",
"PA","Armagh Compressor Station","880071","31301",,"2015","SIPNOX","0.0","5",,,,,,,,"3",,"Indiana","Industrial Turbine","Texas Eastern Transmission, LP","Texas Eastern Transmission, LP",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"40.4319","-79.085",
"PA","Armstrong Power, LLC","55347","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","2491.69","12","401269.56",,"1.2","0.0349","59.581","237649.62","3997067.75","3",,"Armstrong","Electric Utility","Armstrong Power, LLC","Armstrong Power, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"40.6383","-79.3503",
"PA","Armstrong Power, LLC","55347","2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","2030.76","12","315926.1",,"0.967","0.0368","50.922","190214.696","3182197.103","3",,"Armstrong","Electric Utility","Armstrong Power, LLC","Armstrong Power, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"40.6383","-79.3503",
"PA","Armstrong Power, LLC","55347","3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","1225.81","12","184404.32",,"0.577","0.0412","31.268","113341.405","1890983.451","3",,"Armstrong","Electric Utility","Armstrong Power, LLC","Armstrong Power, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"40.6383","-79.3503",
"PA","Armstrong Power, LLC","55347","4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","2008.3","12","312685.95",,"0.957","0.0347","47.561","189156.316","3175675.351","3",,"Armstrong","Electric Utility","Armstrong Power, LLC","Armstrong Power, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"40.6383","-79.3503",
"PA","Bernville Station","880049","32001",,"2015","SIPNOX","0.0","5",,,,,,,,"3",,"Berks","Industrial Turbine","Texas Eastern Transmission, LP","Texas Eastern Transmission, LP",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,,,,"40.4092","-76.1511",
"PA","Bethlehem Power Plant","55690","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6588.56","12","942866.69",,"4.172","0.0054","18.53","435397.408","7277368.504","3",,"Northampton","Electric Utility","Calpine Bethlehem, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Overfire Air<br>Selective Catalytic Reduction",,,"40.6175","-75.3147",
"PA","Bethlehem Power Plant","55690","2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","5638.61","12","816399.5",,"2.846","0.0062","18.505","379260.169","6359024.795","3",,"Northampton","Electric Utility","Calpine Bethlehem, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Overfire Air<br>Selective Catalytic Reduction",,,"40.6175","-75.3147",
"PA","Bethlehem Power Plant","55690","3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6686.54","12","961913.57",,"5.372","0.0074","25.942","454679.082","7575294.036","3",,"Northampton","Electric Utility","Calpine Bethlehem, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Overfire Air<br>Selective Catalytic Reduction",,,"40.6175","-75.3147",
"PA","Bethlehem Power Plant","55690","5",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6857.0","12","961494.32",,"6.605","0.0071","24.846","458282.167","7649296.759","3",,"Northampton","Electric Utility","Calpine Bethlehem, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Overfire Air<br>Selective Catalytic Reduction",,,"40.6175","-75.3147",
"PA","Bethlehem Power Plant","55690","6",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6883.85","12","961691.39",,"7.177","0.0061","21.885","458736.807","7648786.802","3",,"Northampton","Electric Utility","Calpine Bethlehem, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Overfire Air<br>Selective Catalytic Reduction",,,"40.6175","-75.3147",
"PA","Bethlehem Power Plant","55690","7",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","5892.88","12","864226.78",,"7.548","0.0052","16.752","405820.767","6749554.76","3",,"Northampton","Electric Utility","Calpine Bethlehem, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Overfire Air<br>Selective Catalytic Reduction",,,"40.6175","-75.3147",
"PA","Bruce Mansfield","6094","1"," MS1A, MS1B","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7004.32","12","4595211.96",,"3799.79","0.2193","4505.308","4229803.01","4.0329944113E7","3","ECAR","Beaver","Electric Utility","FirstEnergy Generation Corporation","FirstEnergy Generation Corporation","Phase 2","Phase 1 Group 1","Operating","Dry bottom wall-fired boiler","Coal",,"Wet Lime FGD","Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction","Wet Scrubber",,"40.6344","-80.42",
"PA","Bruce Mansfield","6094","2"," MS2A, MS2B","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7366.5","12","5019794.24",,"4504.839","0.16","3564.973","4586965.437","4.3735415922E7","3","ECAR","Beaver","Electric Utility","FirstEnergy Generation Corporation","FirstEnergy Generation Corporation","Phase 2","Phase 1 Group 1","Operating","Dry bottom wall-fired boiler","Coal",,"Wet Lime FGD","Low NOx Burner Technology (Dry Bottom only)<br>Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction","Wet Scrubber",,"40.6344","-80.42",
"PA","Bruce Mansfield","6094","3"," MS3A, MS3B","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7943.92","12","5386293.65",,"7610.313","0.1469","3629.572","5132126.791","4.8933283075E7","3","ECAR","Beaver","Electric Utility","FirstEnergy Generation Corporation","FirstEnergy Generation Corporation","Phase 2","Early Election","Operating","Dry bottom wall-fired boiler","Coal",,"Wet Lime FGD","Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"40.6344","-80.42",
"PA","Brunner Island, LLC","3140","1"," CS102F","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","3787.91","12","919033.18",,"1386.465","0.3299","1413.325","846061.696","8246252.146","3","MAAC","York","Electric Utility","PPL Generation, LLC, Talen Generation, LLC","PPL Generation, LLC, Talen Generation, LLC","Table 1","Phase 1 Group 1","Operating","Tangentially-fired","Coal","Other Oil","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"40.097","-76.6962",
"PA","Brunner Island, LLC","3140","2"," CS102F","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","4984.27","12","1372693.65",,"1846.409","0.3245","2081.13","1274341.85","1.2420523748E7","3","MAAC","York","Electric Utility","PPL Generation, LLC, Talen Generation, LLC","PPL Generation, LLC, Talen Generation, LLC","Table 1","Phase 1 Group 1","Operating","Tangentially-fired","Coal","Other Oil","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator",,"40.097","-76.6962",
"PA","Brunner Island, LLC","3140","3",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","5665.05","12","3054962.7",,"5010.985","0.3312","4809.26","2901069.094","2.8275497893E7","3","MAAC","York","Electric Utility","PPL Generation, LLC, Talen Generation, LLC","PPL Generation, LLC, Talen Generation, LLC","Table 1","Phase 1 Group 1","Operating","Tangentially-fired","Coal","Other Oil","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator",,"40.097","-76.6962",
"PA","Brunot Island Power Station","3096","2A",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","574.86","12","26752.64",,"0.094","0.0396","3.73","18595.226","312876.457","3",,"Allegheny","Electric Utility","NRG Power Midwest LP","NRG Power Midwest LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction<br>Water Injection",,,"40.4638","-80.044",
"PA","Brunot Island Power Station","3096","2B",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","530.79","12","24388.09",,"0.1","0.0413","4.663","19757.264","332452.524","3",,"Allegheny","Electric Utility","NRG Power Midwest LP","NRG Power Midwest LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction<br>Water Injection",,,"40.4638","-80.044",
"PA","Brunot Island Power Station","3096","3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","655.5","12","31007.63",,"0.116","0.0402","5.237","23042.404","387748.281","3",,"Allegheny","Electric Utility","NRG Power Midwest LP","NRG Power Midwest LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction<br>Water Injection",,,"40.4638","-80.044",
"PA","Cambria Cogen","10641","1",,"2015","MATS, CSNOX, CSNOXOS, CSSO2G1","7661.41","12",,"2910761.79","1156.581","0.1886","391.03",,"4077702.569","3",,"Cambria","Cogeneration","Northern Star Generation Services LLC","Cambria CoGen Company",,,"Operating","Circulating fluidized bed boiler","Coal Refuse",,"Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"40.4748","-78.7021",
"PA","Cambria Cogen","10641","2",,"2015","MATS, CSNOX, CSNOXOS, CSSO2G1","7626.9","12",,"2774213.45","1134.949","0.1841","378.853",,"4031636.86","3",,"Cambria","Cogeneration","Northern Star Generation Services LLC","Cambria CoGen Company",,,"Operating","Circulating fluidized bed boiler","Coal Refuse",,"Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"40.4748","-78.7021",
"PA","Chambersburg Units 12 & 13","55654","12",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","1013.78","12","44579.71",,"0.132","0.0869","17.6","26162.966","440229.248","3",,"Franklin","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"39.8668","-77.6859",
"PA","Chambersburg Units 12 & 13","55654","13",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","1028.4","12","45165.54",,"0.135","0.0879","18.203","26794.821","450863.314","3",,"Franklin","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"39.8668","-77.6859",
"PA","Cheswick","8226","1",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","5605.14","12","2150340.59",,"1689.973","0.3126","3494.004","2255117.463","2.2111341212E7","3","ECAR","Allegheny","Electric Utility","NRG Power Midwest LP","NRG Power Midwest LP","Table 1","Phase 1 Group 1","Operating","Tangentially-fired","Coal","Pipeline Natural Gas","Wet Lime FGD","Low NOx Burner Technology w/ Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"40.5383","-79.7906",
"PA","Colver Power Project","10143","AAB01",,"2015","MATS, CSNOX, CSNOXOS, CSSO2G1","7911.06","12","947663.62",,"2604.473","0.1536","802.538",,"1.0413109285E7","3","MAAC","Cambria","Electric Utility","Constellation Energy, Northern Star Generating Services","A/C Power - Colver Operations",,,"Operating","Circulating fluidized bed boiler","Coal Refuse",,"Dry Lime FGD","Ammonia Injection","Baghouse",,"40.55","-78.8",
"PA","Conemaugh","3118","1",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","8273.14","12","5892609.71",,"2128.311","0.281","7571.213","5547694.679","5.4536588735E7","3","MAAC","Indiana","Electric Utility","Conemaugh Power LLC, Constellation Energy Commodities Group, Inc., Duquesne Conemaugh LLC, Exelon Generation Company LLC, NRG REMA LLC, PPL Generation, LLC, PSEG, UGI Development Company","GenOn Northeast Management Company","Table 1","Phase 1 Group 1","Operating","Tangentially-fired","Coal","Pipeline Natural Gas","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"40.3842","-79.0611",
"PA","Conemaugh","3118","2",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","8575.28","12","6066979.45",,"2213.242","0.2646","7268.891","5670335.234","5.5766723274E7","3","MAAC","Indiana","Electric Utility","Conemaugh Power LLC, Constellation Energy Commodities Group, Inc., Duquesne Conemaugh LLC, Exelon Generation Company LLC, NRG REMA LLC, PPL Generation, LLC, PSEG, UGI Development Company","GenOn Northeast Management Company","Table 1","Phase 1 Group 1","Operating","Tangentially-fired","Coal","Pipeline Natural Gas","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"40.3842","-79.0611",
"PA","Croydon Generating Station","8012","11",,"2015","CSNOX, CSNOXOS, CSSO2G1","81.29","12","4444.09",,"5.489","0.647","17.579",,"54338.1","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Croydon Generating Station","8012","12",,"2015","CSNOX, CSNOXOS, CSSO2G1","76.33","12","3866.24",,"4.797","0.647","15.364",,"47492.1","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Croydon Generating Station","8012","21",,"2015","CSNOX, CSNOXOS, CSSO2G1","52.35","12","2635.72",,"3.323","0.6467","10.644",,"32901.5","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Croydon Generating Station","8012","22",,"2015","CSNOX, CSNOXOS, CSSO2G1","79.38","12","4335.81",,"5.494","0.647","17.598",,"54399.8","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Croydon Generating Station","8012","31",,"2015","CSNOX, CSNOXOS, CSSO2G1","126.59","12","6913.78",,"8.833","0.6468","28.295",,"87463.9","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Croydon Generating Station","8012","32",,"2015","CSNOX, CSNOXOS, CSSO2G1","50.1","12","2482.29",,"3.206","0.647","10.27",,"31746.3","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Croydon Generating Station","8012","41",,"2015","CSNOX, CSNOXOS, CSSO2G1","106.99","12","6009.99",,"7.598","0.647","24.335",,"75228.0","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Croydon Generating Station","8012","42",,"2015","CSNOX, CSNOXOS, CSSO2G1","98.75","12","5663.81",,"7.071","0.647","22.653",,"70021.5","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"40.08","-74.8917",
"PA","Domtar Paper Company, LLC","54638","040"," CS1","2015","SIPNOX","3671.96","5",,"498458.98",,"0.4575","153.625",,"732237.618","3",,"Elk","Pulp & Paper Mill","Domtar Paper Company, LLC","Domtar Paper Company, LLC",,,"Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil, Natural Gas",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"41.4908","-78.6767",
"PA","Domtar Paper Company, LLC","54638","041"," CS1","2015","SIPNOX","3671.96","5",,"445912.9",,"0.4575","135.518",,"654118.308","3",,"Elk","Pulp & Paper Mill","Domtar Paper Company, LLC","Domtar Paper Company, LLC",,,"Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil, Natural Gas",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"41.4908","-78.6767",
"PA","Dynegy Fayette II, LLC","55516","CTG1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8368.87","12","2723522.19",,"5.996","0.0073","70.377","1187775.351","1.9986569781E7","3",,"Fayette","Electric Utility","Duke Energy Fayette II, LLC, Dynegy Fayette II, LLC","Duke Energy Fayette II, LLC, Dynegy Fayette II, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8592","-79.9182",
"PA","Dynegy Fayette II, LLC","55516","CTG2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8199.11","12","2659265.93",,"5.822","0.0073","68.354","1153303.449","1.940655675E7","3",,"Fayette","Electric Utility","Duke Energy Fayette II, LLC, Dynegy Fayette II, LLC","Duke Energy Fayette II, LLC, Dynegy Fayette II, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8592","-79.9182",
"PA","Ebensburg Power Company","10603","031",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","5320.59","12","231156.98",,"962.11","0.1257","166.064","341896.1","3014189.427","3","MAAC","Cambria","Cogeneration","Ebensburg Power Company","Power Systems Operations, Inc.","Phase 2",,"Operating","Circulating fluidized bed boiler","Coal",,"Fluidized Bed Limestone Injection",,"Baghouse",,"40.455","-78.7472",
"PA","Eddystone Generating Station","3161","3"," CS034","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","1114.76","12","123575.38",,"30.081","0.0636","59.302","94026.247","1400110.676","3",,"Delaware","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC","Phase 2",,"Operating","Tangentially-fired","Diesel Oil","Pipeline Natural Gas",,"Other",,,"39.858","-75.323",
"PA","Eddystone Generating Station","3161","4"," CS034","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","1109.07","12","119606.25",,"23.435","0.0602","53.272","89297.596","1361386.645","3",,"Delaware","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC","Phase 2",,"Operating","Tangentially-fired","Diesel Oil","Pipeline Natural Gas",,"Other",,,"39.858","-75.323",
"PA","Entriken Compressor Station","880072","31601",,"2015","SIPNOX","0.0","5",,,,,,,,"3",,"Huntingdon","Industrial Turbine","Texas Eastern Transmission, LP","Texas Eastern Transmission, LP",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"40.3086","-78.1389",
"PA","Fairless Energy, LLC","55298","1A",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6821.33","12","1572343.48",,"3.503","0.0088","43.279","693830.626","1.1675022089E7","3",,"Bucks","Electric Utility","Dominion Fairless Hills, Inc.","Fairless Energy, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.1464","-74.7406",
"PA","Fairless Energy, LLC","55298","1B",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6888.81","12","1900683.59",,"3.5","0.0093","44.184","693327.301","1.1666557836E7","3",,"Bucks","Electric Utility","Dominion Fairless Hills, Inc.","Fairless Energy, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.1464","-74.7406",
"PA","Fairless Energy, LLC","55298","2A",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6350.96","12","1579572.19",,"3.22","0.0096","41.16","637887.638","1.0733641635E7","3",,"Bucks","Electric Utility","Dominion Fairless Hills, Inc.","Fairless Energy, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.1464","-74.7406",
"PA","Fairless Energy, LLC","55298","2B",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6612.61","12","1625844.11",,"3.383","0.01","46.444","670205.776","1.1277526709E7","3",,"Bucks","Electric Utility","Dominion Fairless Hills, Inc.","Fairless Energy, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.1464","-74.7406",
"PA","Fairless Hills Generating Station","7701","PHBLR4"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","8390.62","12",,"1554648.17","51.603","0.0636","73.293",,"2435245.889","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Dry bottom wall-fired boiler","Other Gas","Pipeline Natural Gas",,"Low NOx Burner Technology (Dry Bottom only)",,,"40.1405","-74.7506",
"PA","Fairless Hills Generating Station","7701","PHBLR5"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","6137.07","12",,"941524.61","32.355","0.0622","47.434",,"1515066.576","3",,"Bucks","Electric Utility","Exelon Generation Company LLC","Exelon Generation Company LLC",,,"Operating","Dry bottom wall-fired boiler","Other Gas","Pipeline Natural Gas",,"Low NOx Burner Technology (Dry Bottom only)",,,"40.1405","-74.7506",
"PA","Gilberton Power Company","10113","031"," CS001","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","8264.36","12",,"3037946.12","572.603","0.0475","94.884","487964.029","3993322.627","3",,"Schuylkill","Cogeneration","Gilberton Power Company","Broad Mountain Partners, Gilberton Power Company","Phase 2",,"Operating","Circulating fluidized bed boiler","Coal Refuse",,"Fluidized Bed Limestone Injection","Overfire Air","Baghouse",,"40.79","-76.1984",
"PA","Gilberton Power Company","10113","032"," CS001","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","8238.96","12",,"3047425.55","575.291","0.0479","95.876","489892.563","4003582.491","3",,"Schuylkill","Cogeneration","Gilberton Power Company","Broad Mountain Partners, Gilberton Power Company","Phase 2",,"Operating","Circulating fluidized bed boiler","Coal Refuse",,"Fluidized Bed Limestone Injection","Overfire Air","Baghouse",,"40.79","-76.1984",
"PA","Grays Ferry Cogen Partnership","54785","2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8246.85","12","766811.03",,"3.158","0.033","171.01","625517.122","1.0525492629E7","3",,"Philadelphia","Cogeneration","Veolia Energy Philadelphia, Inc.","Veolia Energy Philadelphia, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,,,,"39.9417","-75.1883",
"PA","Grays Ferry Cogen Partnership","54785","25",,"2015","CSNOX, CSNOXOS, CSSO2G1","7526.26","12",,"1853529.96","1.959","0.0553","79.192",,"2621151.175","3",,"Philadelphia","Cogeneration","Veolia Energy Philadelphia, Inc.","Veolia Energy Philadelphia, Inc.",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,,,,"39.9417","-75.1883",
"PA","Handsome Lake Energy","55233","EU-1A"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","733.94","12","16236.78",,"0.065","0.0681","6.833","11777.0","199558.3","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-1B"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","733.73","12","16249.7",,"0.065","0.0887","8.927","11781.2","199632.6","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-2A"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","686.03","12","14453.48",,"0.059","0.0567","5.26","10891.5","184551.8","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
